User_ID,User_Type,Start_Location,Temperature_C,Route_Preference,Hydration_Stops_Clicked,Premium_Plan_Purchased,Cooling_Kit_Revenue_AED,App_Rating
11973,Tourist,Jumeirah,33,Metro-Taxi Combo,3,1,,5
11974,Daily Commuter,Downtown Dubai,42,Shaded Walking,3,0,,5
11975,Tourist,Marina,46,Metro-Taxi Combo,0,0,,5
11976,Leisure Resident,DIFC,42,Shaded Walking,0,0,,3
11977,Tourist,Downtown Dubai,34,Shaded Walking,0,1,,5
11978,Daily Commuter,Downtown Dubai,34,Indoor Shortcut,1,0,,5
11979,Leisure Resident,Jumeirah,43,Shaded Walking,2,0,,1
11980,Leisure Resident,Marina,36,Indoor Shortcut,3,0,,4
11981,Tourist,Deira,38,Metro-Taxi Combo,2,0,,5
11982,Leisure Resident,DIFC,38,Indoor Shortcut,3,0,,5
11983,Daily Commuter,Marina,44,Metro-Taxi Combo,3,1,,5
11984,Daily Commuter,DIFC,40,Shaded Walking,4,0,,-1
11985,Tourist,Downtown Dubai,44,Metro-Taxi Combo,2,0,,5
11986,Tourist,Jumeirah,43,Metro-Taxi Combo,1,0,,1
11987,Daily Commuter,Jumeirah,44,Shaded Walking,2,0,,4
11988,Daily Commuter,Deira,41,Metro-Taxi Combo,2,0,45.0,2
11989,Daily Commuter,Jumeirah,32,Shaded Walking,2,0,45.0,3
11990,Daily Commuter,Downtown Dubai,39,Indoor Shortcut,1,0,,4
11991,Daily Commuter,Deira,47,Shaded Walking,1,0,,5
11992,Tourist,Marina,44,Shaded Walking,0,0,,5
11993,Daily Commuter,Jumeirah,34,Metro-Taxi Combo,0,1,45.0,5
11994,Tourist,Deira,34,Indoor Shortcut,2,0,,5
11995,Daily Commuter,Downtown Dubai,36,Shaded Walking,1,0,,5
11996,Daily Commuter,DIFC,42,Indoor Shortcut,7,0,,5
11997,Leisure Resident,DIFC,38,Indoor Shortcut,1,1,,5
11998,Tourist,Downtown Dubai,41,Metro-Taxi Combo,1,1,,4
11999,Tourist,Downtown Dubai,41,Shaded Walking,1,0,,4
12000,Tourist,DIFC,33,Metro-Taxi Combo,2,0,,5
